Date,Open,High,Low,Close,Adj Close,Volume
2021-04-26,165.210007,165.410004,163.759995,164.119995,160.056381,6027800
2021-04-27,163.759995,163.910004,162.470001,163.179993,159.139664,6217700
2021-04-28,162.860001,163.199997,161.649994,161.979996,157.969376,7448000
2021-04-29,161.899994,164.259995,161.809998,164.199997,160.134415,6394300
2021-04-30,164.149994,164.330002,162.520004,162.729996,158.700790,9079100
2021-05-03,163.600006,165.320007,163.119995,165.210007,161.119400,6594100
2021-05-04,164.830002,167.850006,164.669998,167.770004,163.616013,10179500
2021-05-05,167.500000,168.399994,166.789993,167.070007,162.933365,7792300
2021-05-06,166.789993,167.889999,166.240005,167.740005,163.586761,5529900
2021-05-07,168.300003,169.179993,167.830002,168.500000,164.327927,5316200
2021-05-10,169.899994,171.529999,169.229996,170.270004,166.054123,8357500
2021-05-11,170.649994,170.869995,168.279999,168.880005,164.698517,8217900
2021-05-12,168.539993,169.800003,167.949997,168.199997,164.035370,6758300
2021-05-13,166.970001,170.699997,166.970001,169.960007,165.751785,8018600
2021-05-14,171.479996,171.610001,170.169998,170.220001,166.005356,5797700
2021-05-17,170.399994,171.889999,170.309998,170.389999,166.171143,5722600
2021-05-18,169.979996,171.369995,169.529999,170.449997,166.229645,5846000
2021-05-19,169.910004,170.160004,168.039993,170.080002,165.868820,5533800
2021-05-20,169.940002,171.589996,169.690002,171.070007,166.834320,4853200
2021-05-21,171.330002,172.740005,170.869995,170.960007,166.727020,6501800
2021-05-24,170.899994,171.350006,169.770004,170.550003,167.364883,5195100
2021-05-25,170.669998,171.029999,169.740005,170.080002,166.903671,7444700
2021-05-26,170.000000,170.080002,168.279999,169.070007,165.912521,5726400
2021-05-27,169.259995,170.169998,168.380005,168.809998,165.657379,8114700
2021-05-28,169.520004,171.009995,169.169998,169.250000,166.089172,6400800
2021-06-01,170.149994,170.199997,165.380005,165.529999,162.438644,10448400
2021-06-02,165.300003,166.729996,165.110001,166.199997,163.096115,6806000
2021-06-03,165.889999,167.149994,165.710007,166.039993,162.939117,5808800
2021-06-04,167.009995,167.570007,165.869995,165.970001,162.870422,6510300
2021-06-07,166.000000,166.320007,164.630005,164.839996,161.761505,5362800
2021-06-08,165.279999,165.660004,162.070007,163.389999,160.338593,7746800
2021-06-09,163.990005,165.779999,163.660004,165.589996,162.497513,5552600
2021-06-10,166.000000,167.580002,165.949997,167.080002,163.959702,6463100
2021-06-11,167.070007,167.080002,164.220001,164.960007,161.879288,7389900
2021-06-14,164.500000,165.460007,163.899994,165.369995,162.281631,4931300
2021-06-15,165.229996,165.860001,164.389999,164.490005,161.418076,5062900
2021-06-16,164.800003,165.750000,163.479996,164.429993,161.359177,6988500
2021-06-17,164.190002,165.699997,163.500000,165.220001,162.134415,5874700
2021-06-18,163.270004,164.190002,161.789993,161.979996,158.954941,12993000
2021-06-21,162.770004,164.259995,162.250000,163.839996,160.780197,6592300
2021-06-22,163.710007,164.039993,163.279999,163.619995,160.564301,5627800
2021-06-23,163.690002,163.690002,162.479996,162.630005,159.592804,4493400
2021-06-24,163.270004,164.199997,162.800003,163.369995,160.318970,4549200
2021-06-25,162.940002,164.779999,162.889999,164.210007,161.143311,10963800
2021-06-28,164.440002,165.070007,163.520004,164.020004,160.956848,5604000
2021-06-29,164.000000,164.639999,163.410004,164.029999,160.966644,3749500
2021-06-30,164.000000,164.970001,163.669998,164.740005,161.663391,6151700
2021-07-01,164.740005,166.009995,164.630005,165.960007,162.860611,6320200
2021-07-02,166.020004,169.300003,165.639999,168.979996,165.824203,9059900
2021-07-06,167.910004,168.860001,166.990005,167.970001,164.833069,6098500
2021-07-07,167.479996,169.500000,167.479996,169.410004,166.246170,6293500
2021-07-08,168.699997,169.460007,167.580002,169.080002,165.922333,5755500
2021-07-09,169.369995,170.369995,169.240005,169.750000,166.579834,6120900
2021-07-12,169.729996,171.179993,168.539993,169.479996,166.314880,7840500
2021-07-13,168.970001,169.759995,168.669998,169.270004,166.108780,4691200
2021-07-14,170.000000,170.830002,169.039993,170.419998,167.237320,6162900
2021-07-15,169.300003,169.899994,167.720001,168.369995,165.225601,6656900
2021-07-16,168.339996,169.089996,167.949997,168.100006,164.960648,5834900
2021-07-19,166.479996,168.190002,165.320007,166.880005,163.763443,8219700
2021-07-20,166.899994,170.809998,166.839996,168.449997,165.304108,9902800
2021-07-21,169.300003,169.690002,167.479996,169.490005,166.324692,7585200
2021-07-22,169.360001,171.070007,168.649994,169.979996,166.805527,5281900
2021-07-23,171.000000,172.179993,170.380005,171.789993,168.581726,5014900
2021-07-26,171.820007,172.139999,170.860001,171.869995,168.660233,4484900
2021-07-27,171.800003,172.720001,170.669998,172.660004,169.435471,7089300
2021-07-28,172.729996,173.380005,172.080002,172.179993,168.964432,5750700
